,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
9752,44, Private," 307,468 ", Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, United-States, >50K
17626,41, Private," 307,468 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28089,48, Private," 307,440 ", Bachelors,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, >50K
16236,59, Private," 307,423 ", 9th,5, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
8905,38, Federal-gov," 307,404 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
10262,50, State-gov," 307,392 ", Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20555,21, Private," 307,371 ", Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,15, United-States, <=50K
9194,21, Private," 307,315 ", Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
4218,20, ?," 307,149 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
4121,54, Private," 306,985 ", Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2209,34, Self-emp-not-inc," 306,982 ", Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
28925,42, Private," 306,982 ", Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
6049,21, Private," 306,967 ", Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
10322,22, Private," 306,967 ", Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
21376,25, Private," 306,908 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28406,25, Private," 306,908 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28681,45, Private," 306,889 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
25224,23, Self-emp-inc," 306,868 ", Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
10502,21, Private," 306,850 ", HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
13888,28, Private," 306,830 ", Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, <=50K
27485,50, Private," 306,790 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29498,51, Private," 306,790 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
4064,51, Private," 306,785 ", HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
6662,51, Federal-gov," 306,784 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
21861,51, Self-emp-not-inc," 306,784 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
2265,24, Private," 306,779 ", Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
22693,24, Private," 306,779 ", Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
26481,22, Private," 306,779 ", Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
28860,21, ?," 306,779 ", Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
27937,27, Private," 306,747 ", Bachelors,13, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
23947,20, Self-emp-not-inc," 306,710 ", HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
23057,50, Federal-gov," 306,707 ", HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
8565,35, Private," 306,678 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885,0,40, United-States, <=50K
4160,25, Private," 306,666 ", Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
12746,39, Private," 306,646 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States, >50K
29410,39, Private," 306,646 ", Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29505,36, Private," 306,646 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
23363,20, Private," 306,639 ", Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
15213,23, Private," 306,601 ", Bachelors,13, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
25376,22, Private," 306,593 ", HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25766,36, Private," 306,567 ", HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
24156,70, ?," 306,563 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
2764,24, Federal-gov," 306,515 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
16210,25, Private," 306,513 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
20142,26, Private," 306,513 ", Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20426,42, Private," 306,496 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
2552,41, Private," 306,495 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24909,40, Local-gov," 306,495 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
20696,47, State-gov," 306,473 ", Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
3853,19, Private," 306,467 ", Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28708,24, Private," 306,460 ", HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
16958,31, Private," 306,459 ", 1st-4th,2, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Honduras, <=50K
15736,44, Federal-gov," 306,440 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31269,43, Private," 306,440 ", Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,66, France, <=50K
23519,41, Private," 306,405 ", Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
3689,30, Private," 306,383 ", Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
6041,25, Private," 306,352 ", Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
16312,33, State-gov," 306,309 ", Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28980,49, Self-emp-inc," 306,289 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
7035,58, Private," 306,233 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
5618,26, Private," 306,225 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
26053,19, Private," 306,225 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
32377,40, Private," 306,225 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
8115,34, Private," 306,215 ", Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
16004,47, Private," 306,183 ", Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,44, United-States, <=50K
21145,46, Private," 306,183 ", HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
15472,66, ?," 306,178 ", 10th,6, Divorced, ?, Not-in-family, White, Male,2050,0,40, United-States, <=50K
24490,55, Private," 306,164 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
23344,36, Self-emp-inc," 306,156 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
11059,21, Private," 306,114 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
15640,21, Private," 306,114 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
5669,51, Private," 306,108 ", Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23277,52, Private," 306,108 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
3852,22, ?," 306,031 ", Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
3158,21, Private," 305,874 ", Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
3376,21, Private," 305,874 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
29086,20, Private," 305,874 ", Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
24137,55, Federal-gov," 305,850 ", Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
31111,40, Private," 305,846 ", Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
12996,19, Self-emp-not-inc," 305,834 ", Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
16397,21, Private," 305,781 ", HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
25774,22, Private," 305,781 ", HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, Canada, <=50K
10481,56, Local-gov," 305,767 ", HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
12749,55, Private," 305,759 ", HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, ?, <=50K
11862,45, State-gov," 305,739 ", Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20998,36, Local-gov," 305,714 ", HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,70, United-States, <=50K
4283,31, Private," 305,692 ", Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
30970,51, Private," 305,673 ", Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
20116,49, Private," 305,657 ", 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27770,27, Private," 305,647 ", Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22492,34, Private," 305,619 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
3417,39, Local-gov," 305,597 ", HS-grad,9, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
5703,39, Private," 305,597 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
6415,37, Private," 305,597 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
12522,39, Private," 305,597 ", Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19638,38, Private," 305,597 ", HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
20742,37, Private," 305,597 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
5011,23, State-gov," 305,498 ", Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
11403,22, Private," 305,498 ", HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,33, United-States, <=50K
21478,25, Private," 305,472 ", Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,48, United-States, <=50K
20545,21, ?," 305,466 ", Some-college,10, Never-married, ?, Own-child, White, Male,0,0,70, United-States, <=50K
29218,22, Private," 305,466 ", HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
2078,25, Self-emp-not-inc," 305,449 ", Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22553,21, Private," 305,446 ", Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24662,20, Private," 305,446 ", HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
5174,37, Private," 305,379 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
8977,36, Private," 305,352 ", 10th,6, Divorced, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
7627,50, Private," 305,319 ", 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25115,26, Private," 305,304 ", 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21238,37, Private," 305,259 ", Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
22513,46, Private," 305,160 ", 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
4966,51, Private," 305,147 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
15995,50, Private," 305,147 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
6279,52, Local-gov," 305,053 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States, <=50K
15385,45, Local-gov," 304,973 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,78, United-States, >50K
8531,28, Local-gov," 304,960 ", Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,1980,40, United-States, <=50K
3818,51, Self-emp-inc," 304,955 ", Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25596,50, Self-emp-inc," 304,955 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
27571,21, Private," 304,949 ", Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
2615,41, Private," 304,906 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17847,43, Self-emp-inc," 304,906 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
107,17, ?," 304,873 ", 10th,6, Never-married, ?, Own-child, White, Female,34095,0,32, United-States, <=50K
6091,34, Private," 304,872 ", 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27860,47, Private," 304,857 ", Masters,14, Separated, Tech-support, Not-in-family, White, Male,27828,0,40, United-States, >50K
6833,48, Private," 304,791 ", Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27575,59, Private," 304,779 ", 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
5396,22, Private," 304,710 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Vietnam, <=50K
13547,20, Private," 304,710 ", Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
1752,38, Private," 304,651 ", HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
11707,38, Private," 304,651 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
9658,19, Private," 304,643 ", Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
12186,34, Self-emp-not-inc," 304,622 ", Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
12393,24, Private," 304,602 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
17752,22, Private," 304,602 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
